utt_id	wav	dur_s	peak	sr	status	flags	text_olchiki
train_santalimale_02424	train_santalimale_02424.wav	5.96	0.794	48000	PASS	-	ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱨᱚᱲᱞᱟᱱᱫᱟ, ᱨᱚᱲᱞᱟᱱᱫᱟ ᱛᱮ ᱦᱚᱨᱰᱟᱦᱟᱨ ᱫᱚᱠᱚ ᱟᱱᱫᱚᱲ ᱤᱫᱤᱭᱮᱫᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_02425	train_santalimale_02425.wav	6.22	0.794	48000	PASS	-	ᱵᱚᱵᱞᱩ ᱟᱨ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚ ᱦᱟᱹᱴᱤᱭᱟᱹᱵᱟᱡᱟᱨ ᱫᱟᱸᱰᱟᱱ ᱨᱮ ᱵᱟᱠᱤᱱ ᱥᱟᱫᱚᱜᱼᱟᱟ।
train_santalimale_02426	train_santalimale_02426.wav	4.50	0.794	48000	PASS	-	ᱩᱱᱚᱠᱤᱱ ᱫᱚ ᱟᱹᱠᱤᱱᱟᱜᱼᱟ ᱠᱢᱤ ᱠᱷᱚᱱ ᱢᱚᱛᱞᱚᱵ ᱟᱨ ᱡᱟᱦᱟᱸᱱ ᱫᱚ ᱪᱮᱫᱼᱟ?
train_santalimale_02427	train_santalimale_02427.wav	11.63	0.794	48000	PASS	-	ᱵᱚᱵᱞᱩ ᱫᱚ ᱛᱮᱦᱮᱧ ᱚᱠᱚᱭ ᱤᱭ ᱛᱮ ᱵᱟᱝ ᱪᱮᱫᱼᱟ ᱵᱟᱝ ᱢᱚᱱᱮ ᱟᱠᱟᱫᱼᱟ, ᱧᱮᱞᱢᱮ ᱥᱮ, ᱟᱡᱼᱟ ᱜᱟᱛᱮ ᱨᱟᱭᱥᱮᱱᱟᱜᱼᱟ ᱛᱤᱨᱤᱭᱚ ᱥᱟᱵᱼᱟ ᱠᱟᱛᱮ ᱵᱤᱨᱱᱟᱹ ᱰᱩᱸᱜᱨᱤ ᱥᱮᱡᱼᱟ ᱜᱮᱭ ᱥᱮᱱ ᱤᱫᱤ ᱟᱠᱟᱱᱟ।
train_santalimale_02428	train_santalimale_02428.wav	7.31	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱦᱚᱸ ᱵᱚᱵᱞᱩ ᱛᱤᱨᱤᱭᱚ ᱥᱟᱵᱼᱟ ᱠᱟᱛᱮᱭ ᱪᱟᱞᱟᱜᱼᱟ ᱠᱟᱱ ᱡᱷᱟᱞᱟᱠ ᱛᱮᱫᱼᱟ ᱫᱚᱭ ᱧᱮᱞ ᱜᱚᱫᱼᱟ ᱠᱟᱫᱮ ᱛᱟᱦᱮᱸᱱ ᱜᱮᱭᱟ।
train_santalimale_02429	train_santalimale_02429.wav	8.07	0.794	48000	PASS	-	ᱚᱱᱟ ᱤᱭᱟᱹᱛᱮ ᱜᱮ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱦᱚᱸ ᱟᱲᱟᱜᱼᱟ ᱥᱤᱫᱼᱟ ᱢᱮᱱᱛᱮ ᱰᱩᱸᱜᱨᱤ ᱞᱟᱛᱟᱨ ᱡᱷᱟᱨᱱᱟ ᱵᱟᱹᱤᱦᱟᱹᱲ ᱥᱮᱡᱼᱟ ᱜᱮᱭ ᱥᱮᱱ ᱤᱫᱤ ᱟᱠᱟᱱᱟ।
train_santalimale_02430	train_santalimale_02430.wav	4.20	0.794	48000	PASS	-	ᱵᱚᱵᱞᱩ ᱫᱚ ᱛᱤᱨᱤᱭᱚ ᱚᱨᱚᱝ ᱫᱚ ᱛᱤᱥ ᱦᱚᱸ ᱵᱟᱲ ᱟᱭᱞᱚᱣᱟᱭᱟ।
train_santalimale_02431	train_santalimale_02431.wav	5.79	0.794	48000	PASS	-	ᱮᱱᱛᱮᱫᱼᱟ ᱛᱩᱢᱫᱟᱜᱼᱟ ᱨᱩᱨᱩ ᱟᱨ ᱛᱤᱨᱤᱭᱚ ᱚᱨᱚᱝ ᱨᱮᱱ ᱜᱟᱹᱭᱱᱟᱦᱟ ᱢᱟᱭ ᱵᱟᱝ ᱠᱟᱱ।
train_santalimale_02432	train_santalimale_02432.wav	6.66	0.794	48000	PASS	-	ᱢᱮᱱᱠᱷᱟᱱ, ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱭᱟᱜᱼᱟ ᱢᱚᱱᱮ ᱛᱮ ᱚᱨᱚᱝ ᱪᱮᱫ ᱜᱮᱭ ᱠᱩᱨᱩᱢᱩᱴᱩᱭᱮᱫᱼᱟ ᱠᱟᱱ ᱪᱚ ᱪᱮᱫᱼᱟ ᱪᱚ।
train_santalimale_02433	train_santalimale_02433.wav	3.84	0.794	48000	PASS	-	ᱚᱱᱟ ᱛᱮᱜᱮ ᱛᱷᱚ ᱛᱤᱨᱤᱭᱚ ᱥᱟᱵᱼᱟ ᱠᱟᱛᱮ ᱫᱚᱭ ᱢᱚᱦᱚᱬᱰᱟ ᱟᱠᱟᱱᱟ।
train_santalimale_02434	train_santalimale_02434.wav	16.72	0.794	48000	FLAG	dur:16.7s	ᱩᱱᱤ ᱫᱚ ᱰᱩᱸᱜᱨᱤ ᱞᱟᱛᱟᱨ ᱦᱟᱹᱛᱤ ᱫᱷᱤᱨᱤ ᱪᱮᱛᱟᱱ ᱨᱮ ᱫᱩᱰᱩᱵᱼᱟ ᱡᱤᱨᱟᱹᱩ ᱠᱟᱛᱮ ᱛᱤᱨᱤᱭᱚ ᱫᱚᱭ ᱚᱨᱚᱝ ᱞᱮᱜᱟ ᱠᱮᱫᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱚᱨᱚᱝ ᱨᱮᱭᱟᱜᱼᱟ ᱟᱲᱟᱹᱝ ᱫᱚ ᱵᱟᱨᱭᱟ ᱡᱩᱟᱹᱱ ᱚᱠᱟᱛᱮ ᱪᱚᱠᱤᱱ ᱪᱟᱞᱟᱜᱼᱟ ᱦᱮᱸ ᱟᱨ ᱵᱟᱝ ᱠᱟᱛᱷᱟᱠᱤᱱ ᱜᱚᱴᱟ ᱠᱟᱱ ᱞᱮᱠᱟ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚᱭ ᱟᱧᱡᱚᱢ ᱠᱮᱫᱟ।
train_santalimale_02435	train_santalimale_02435.wav	3.61	0.794	48000	PASS	-	ᱟᱨ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚ ᱟᱪᱠᱟ ᱜᱮᱭ ᱫᱷᱟᱠ ᱢᱟᱨᱟᱣᱮᱱᱟ।
train_santalimale_02436	train_santalimale_02436.wav	4.83	0.794	48000	PASS	-	ᱪᱮᱫᱼᱟ ᱞᱮᱠᱟᱭ ᱵᱩᱡᱷᱟᱹᱩ ᱠᱮᱫᱟ, ᱟᱹᱠᱤᱱ ᱜᱮ ᱚᱠᱟ ᱛᱮ ᱪᱚᱠᱤᱱ ᱪᱟᱞᱟᱜᱼᱟᱟ ᱱᱟᱦᱟᱸᱜᱼᱟ।
train_santalimale_02437	train_santalimale_02437.wav	8.21	0.794	48000	PASS	-	ᱟᱹᱱᱟᱹᱰᱤ ᱛᱤᱨᱤᱭᱚ ᱚᱨᱚᱝ ᱟᱧᱡᱚᱢ ᱛᱮᱭ ᱚᱦᱚᱢᱟ ᱠᱮᱫᱟ ᱡᱮ ᱱᱚᱟ ᱫᱚ ᱵᱚᱵᱞᱩᱣᱟᱜᱼᱟ ᱛᱤᱨᱤᱭᱚ ᱚᱨᱚᱝ ᱦᱮᱣᱟᱜᱼᱟ ᱨᱮᱱᱟᱜᱼᱟ ᱱᱟᱣᱟᱸ ᱟᱲᱟᱹᱝ ᱠᱟᱱᱟ।
train_santalimale_02438	train_santalimale_02438.wav	3.17	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱦᱚᱸ ᱥᱮᱨᱮᱧᱜᱟᱹᱭᱱᱟᱦᱟ ᱫᱚᱭ ᱵᱟᱝ ᱠᱟᱱᱟ।
train_santalimale_02439	train_santalimale_02439.wav	5.23	0.794	48000	PASS	-	ᱟᱫᱚ, ᱵᱚᱵᱞᱩ ᱣᱟᱜᱼᱟ ᱚᱨᱚᱝ ᱟᱲᱟᱝ ᱦᱚᱸ ᱟᱡᱼᱟ ᱢᱚᱛᱚ ᱫᱚ ᱪᱮᱫᱟᱜᱼᱟ ᱯᱟᱥᱱᱟᱜᱼᱟᱟ?
train_santalimale_02440	train_santalimale_02440.wav	18.42	0.794	48000	FLAG	dur:18.4s	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚ ᱱᱚᱟ ᱥᱮᱨᱮᱧ ᱟᱨ ᱦᱚᱸ ᱥᱮᱨᱮᱧ ᱫᱚᱦᱲᱟᱹ ᱢᱮᱱᱣᱟᱱ ᱛᱟᱸᱦᱮᱸᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱛᱩᱢᱵᱩᱫᱼᱟ ᱠᱷᱚᱱ ᱟᱪᱠᱟᱭ ᱠᱚᱭᱚᱜᱼᱟ ᱜᱚᱫᱼᱟ ᱠᱮᱫᱼᱟ ᱛᱮ ᱧᱮᱞ ᱠᱮᱫᱮ ᱢᱟᱭ ᱵᱟᱹᱵᱞᱩ ᱢᱟ ᱰᱩᱸᱜᱨᱤ ᱥᱮᱡᱼᱟ ᱠᱷᱚᱱ ᱫᱟᱨᱟᱜᱼᱟᱫᱟᱪᱟᱜᱼᱟᱮ ᱯᱷᱮᱰ ᱦᱤᱡᱩᱜᱼᱟ ᱠᱟᱱ ᱟᱨ ᱡᱚᱡᱚ ᱡᱷᱟᱨᱱᱟ ᱨᱚᱥᱚᱫᱼᱟ ᱰᱟᱦᱟᱨ ᱛᱮᱭ ᱥᱚᱡᱷᱮ ᱴᱷᱤᱠ ᱟᱠᱟᱱᱟ।
train_santalimale_02441	train_santalimale_02441.wav	9.29	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚ ᱡᱟᱭᱚᱡᱩᱜ ᱢᱤᱫᱼᱟ ᱛᱮ ᱡᱤᱭᱚᱱ ᱵᱤᱛᱟᱹᱩ ᱨᱮᱭᱟᱜᱼᱟ ᱠᱩᱞᱤ ᱜᱚᱴᱟᱭ ᱨᱮᱭᱟᱜᱼᱟ ᱠᱟᱛᱷᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ ᱛᱟᱭᱟ ᱟᱨ ᱟᱡᱼᱟ ᱜᱚᱵᱟᱵᱟᱣᱟᱜᱼᱟ ᱥᱟᱞᱦᱟ ᱦᱚᱸ ᱤᱱᱟᱹ ᱜᱮ।
train_santalimale_02442	train_santalimale_02442.wav	11.56	0.794	48000	PASS	-	ᱵᱟᱹᱵᱞᱩ ᱫᱚ ᱟᱪᱠᱟ ᱠᱚ ᱵᱤᱨᱮᱠ ᱜᱟᱹᱰᱤ ᱞᱮᱠᱟ ᱥᱟᱱᱟᱜᱼᱟ ᱢᱮᱱᱛᱮᱭ ᱛᱮᱸᱜᱚᱭᱮᱱᱟ ᱟᱨ ᱵᱟᱹᱤᱵᱟᱹᱤ ᱛᱮᱠᱚ ᱞᱟᱲᱟᱹᱣ ᱜᱟᱹᱰᱤ ᱞᱮᱠᱟ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱥᱮᱡᱼᱟ ᱜᱮ ᱯᱤᱪᱟᱹᱯᱚᱪᱚᱭ ᱯᱷᱮᱰ ᱤᱫᱤᱭᱮᱱᱟ।
train_santalimale_02443	train_santalimale_02443.wav	3.61	0.794	48000	PASS	-	ᱟᱫᱚ, ᱧᱟᱯᱟᱢ ᱥᱟᱸᱣ ᱛᱮᱠᱤᱱ ᱛᱟᱯᱟᱢ ᱠᱚᱜᱼᱟ ᱜᱮ ᱪᱚ।
train_santalimale_02444	train_santalimale_02444.wav	5.53	0.794	48000	PASS	-	ᱵᱚᱜᱮ ᱥᱮᱨᱢᱟ ᱨᱮ ᱥᱤᱧ ᱪᱟᱸᱫᱚ ᱥᱟᱹᱠᱷᱤ ᱞᱮᱠᱟᱭ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ ᱟᱨ ᱵᱟᱝ ᱠᱷᱟᱱ ᱦᱚᱱᱟᱝ।
train_santalimale_02445	train_santalimale_02445.wav	13.38	0.794	48000	PASS	-	ᱟᱨ ᱥᱮᱱ ᱥᱚᱨ ᱠᱟᱛᱮ ᱢᱤᱫᱼᱟ ᱛᱷᱚᱵᱞᱟ ᱡᱚᱵᱟ ᱵᱟᱦᱟ ᱥᱩᱫᱼᱟ ᱨᱮᱭ ᱨᱮᱵᱮᱫᱼᱟ ᱟᱫᱮᱭᱟ ᱟᱨ ᱵᱟᱱᱟᱨ ᱥᱟ ᱡᱚᱦᱟ ᱥᱟᱵᱼᱟ ᱠᱟᱛᱮᱭ ᱪᱚᱜᱼᱟ ᱟᱫᱮᱭᱟ ᱟᱨ ᱫᱩᱞᱟᱹᱲ ᱨᱮᱭᱟᱜᱼᱟ ᱨᱟᱥᱟ ᱛᱮ ᱦᱚᱲᱢᱚ ᱫᱚ ᱨᱟᱵᱨᱟᱵᱟᱭᱮᱱ, ᱛᱟᱹᱠᱤᱱᱟ।
train_santalimale_02446	train_santalimale_02446.wav	8.50	0.794	48000	PASS	-	ᱵᱟᱹᱵᱞᱩ ᱫᱚᱭ ᱢᱮᱱ ᱠᱮᱫᱟ, ᱤᱧ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱦᱚᱸ ᱥᱤᱫᱼᱟ ᱵᱟᱸᱲᱛᱤ ᱛᱚᱨᱟᱭ ᱢᱮᱸ, ᱵᱤᱴᱤᱢᱟᱹᱸᱭ! ᱟᱲᱟᱜᱼᱟ ᱩᱛᱩ ᱡᱚᱢ ᱫᱚ ᱱᱟᱸᱦᱟᱸᱜᱼᱟ ᱤᱧ ᱪᱟᱞᱟᱜᱼᱟ ᱜᱮᱭᱟ।
train_santalimale_02447	train_santalimale_02447.wav	5.38	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚᱭ ᱨᱚᱲ ᱨᱩᱣᱟᱹᱲ ᱠᱮᱫᱟ, ᱟᱲᱟᱜᱼᱟ ᱩᱛᱩ ᱫᱚ ᱪᱮᱫᱼᱟ, ᱡᱮᱞ ᱩᱛᱩ ᱡᱚᱢ ᱢᱮᱱᱢᱮ।
train_santalimale_02448	train_santalimale_02448.wav	9.02	0.794	48000	PASS	-	ᱤᱧ ᱫᱚ ᱪᱮᱫᱼᱟ, ᱤᱧ ᱫᱚ ᱟᱢ ᱥᱚᱸᱜᱮ ᱛᱮ ᱱᱚᱟ ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮ ᱛᱟᱸᱦᱮᱸᱱ ᱦᱟᱹᱵᱤᱡᱼᱟ ᱟᱨ ᱱᱚᱟ ᱫᱷᱟᱹᱨᱛᱤ ᱠᱷᱚᱱ ᱵᱤᱫᱟᱹᱜᱼᱟ ᱦᱤᱞᱚᱜᱼᱟ ᱟᱢ ᱥᱟᱸᱣ ᱨᱟᱹᱥᱠᱟᱹ ᱛᱮᱧ ᱯᱟᱸᱡᱟ ᱢᱮᱭᱟ।
train_santalimale_02449	train_santalimale_02449.wav	9.23	0.794	48000	PASS	-	ᱱᱚᱟ ᱠᱟᱛᱷᱟ ᱟᱸᱡᱚᱢ ᱠᱟᱛᱮ ᱥᱤᱧ ᱵᱚᱸᱝᱟ ᱫᱚ ᱟᱭᱟᱠᱟ ᱢᱩᱪᱟᱹᱫᱼᱟ ᱰᱟᱦᱟᱨ ᱨᱮ ᱢᱩᱞᱩᱡᱼᱟᱢᱩᱞᱩᱡᱼᱟ ᱮ ᱞᱟᱸᱫᱟ ᱣᱟᱫᱼᱟ ᱠᱤᱱ ᱛᱮᱭ ᱫᱟᱱᱟᱝ ᱤᱫᱤᱭᱮᱱᱟ।
train_santalimale_02450	train_santalimale_02450.wav	8.92	0.794	48000	PASS	-	ᱵᱟᱹᱤᱵᱟᱹᱤ ᱛᱮ ᱫᱷᱟᱹᱨᱛᱤ ᱫᱚ ᱧᱩᱛ ᱤᱫᱤᱜᱼᱟ ᱠᱟᱱᱟ ᱟᱨ ᱱᱚᱛᱮ ᱵᱟᱹᱵᱞᱩ ᱟᱨ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱦᱚᱸ ᱛᱤᱛᱤ ᱥᱟᱯᱟᱵᱼᱟ ᱠᱟᱛᱮ ᱚᱲᱟᱜᱼᱟ ᱛᱮᱠᱤᱱ ᱢᱚᱦᱚᱬᱰᱟᱭᱮᱱᱟ।
train_santalimale_02451	train_santalimale_02451.wav	4.47	0.794	48000	PASS	-	ᱥᱤᱛᱟᱹᱢ ᱥᱚᱲᱚᱜᱼᱟ ᱠᱤᱱ ᱛᱤᱭᱟᱹᱜᱼᱟ ᱠᱮᱫᱼᱟ ᱠᱷᱟᱱ ᱠᱤᱱ ᱞᱟᱦᱟᱛᱟᱭᱚᱢ ᱮᱱᱟ।
train_santalimale_02452	train_santalimale_02452.wav	5.48	0.794	48000	PASS	-	ᱢᱟᱱᱠᱟ ᱯᱩᱠᱷᱨᱤ ᱨᱮᱱᱟᱜᱼᱟ ᱵᱟᱹᱤᱦᱟᱹᱲ ᱛᱮ ᱦᱮᱡᱼᱟ ᱟᱠᱟᱱ ᱰᱟᱸᱲ ᱫᱚᱠᱤᱱ ᱛᱤᱭᱟᱹᱜᱼᱟ ᱠᱮᱫᱟ।
train_santalimale_02453	train_santalimale_02453.wav	3.41	0.794	48000	PASS	-	ᱚᱱᱟ ᱰᱟᱸᱲ ᱟᱛᱚ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟᱟ ᱢᱟᱫᱼᱟ ᱫᱟᱨᱮ।
train_santalimale_02454	train_santalimale_02454.wav	4.71	0.794	48000	PASS	-	ᱵᱟᱹᱵᱞᱩ ᱫᱚ ᱰᱟᱸᱲ ᱫᱚᱱ ᱯᱟᱨᱚᱢ ᱥᱟᱸᱣ ᱛᱮᱭ ᱟᱸᱡᱚᱢ ᱠᱮᱫᱟ ᱯᱷᱚᱸ ᱢᱮᱱᱛᱮ।
train_santalimale_02455	train_santalimale_02455.wav	4.95	0.794	48000	PASS	-	ᱟᱨ ᱟᱹᱰᱤ ᱜᱟᱨᱛᱮᱭ ᱠᱤᱠᱤᱭᱟᱹᱩ ᱠᱮᱫᱟ, ᱮᱱᱛᱮᱫᱼᱟ ᱪᱮᱞᱮ ᱵᱤᱧ ᱪᱚᱭ ᱜᱮᱨ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_02456	train_santalimale_02456.wav	5.81	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚᱭ ᱛᱷᱟᱨ ᱵᱟᱥᱟᱣ ᱮᱱᱟ, ᱢᱮᱱᱮᱜᱼᱟ ᱪᱮᱫᱼᱟ ᱩᱯᱟᱹᱤ ᱜᱮ ᱵᱟᱝ ᱥᱩᱡᱷᱟᱹᱣᱟᱭ ᱠᱟᱱᱟ।
train_santalimale_02457	train_santalimale_02457.wav	5.23	0.794	48000	PASS	-	ᱦᱟᱭᱦᱟᱭ, ᱱᱚᱟ ᱧᱩᱸᱛ ᱧᱤᱱᱫᱟᱹ ᱨᱮ ᱫᱚ, ᱚᱠᱚᱭᱟᱜᱼᱟ ᱵᱷᱟᱞᱟ ᱪᱮᱫᱼᱟ ᱞᱟᱝ ᱪᱮᱠᱟ ᱠᱮᱫᱟ?
train_santalimale_02458	train_santalimale_02458.wav	8.35	0.794	48000	PASS	-	ᱮᱱᱛᱮ ᱦᱚᱸ ᱢᱤᱫᱼᱟ ᱟᱵᱷᱮᱲ ᱫᱚ ᱟᱹᱰᱤ ᱪᱟᱸᱲ ᱠᱤᱱ ᱛᱟᱲᱟᱹᱢ ᱠᱮᱫᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛ ᱫᱚ ᱵᱟᱹᱵᱞᱩ ᱣᱟᱜᱼᱟ ᱡᱟᱝᱜᱟ ᱦᱚᱸ ᱵᱟᱝ ᱞᱟᱲᱟᱹᱜᱼᱟ ᱠᱟᱱ ᱛᱟᱭᱟ।
train_santalimale_02459	train_santalimale_02459.wav	5.80	0.794	48000	PASS	-	ᱪᱮᱫᱼᱟ ᱩᱯᱟᱹᱤ? ᱵᱟᱹᱜᱤᱭᱟᱭ ᱠᱟᱱ ᱛᱮ ᱦᱚᱸ ᱫᱟᱭᱟ ᱜᱮ ᱵᱟᱭ ᱵᱟᱹᱜᱤᱭᱟᱭ ᱠᱟᱱ ᱛᱮ ᱦᱚᱸ ᱵᱷᱟᱵᱱᱟ ᱜᱮ।
train_santalimale_02460	train_santalimale_02460.wav	7.93	0.794	48000	FLAG	unmapped:other:ु=1	ᱞᱚᱫᱚ ᱦᱟᱲᱟᱹᱢᱟᱜᱼᱟ ᱡᱩᱨᱤ ᱛᱮ ᱠᱟᱹᱰᱞᱟᱹᱜᱼᱟ ᱢᱟᱛᱠᱚᱢ ᱡᱩᱨᱤ ᱛᱮ ᱞᱟᱣᱮᱨ ᱟᱠᱟᱱ ᱲᱟᱹᱨ ᱞᱟᱛᱟᱨ ᱨᱮ ᱫᱩᱰᱩᱵᱼᱟ ᱮᱱᱟᱭ ᱵᱟᱹᱵᱞᱩ ᱫᱚ।
train_santalimale_02461	train_santalimale_02461.wav	7.63	0.794	48000	PASS	-	ᱧᱤᱱᱫᱟᱹ ᱨᱟᱹᱱᱤ ᱦᱚᱸ ᱫᱟᱭᱟ ᱧᱮᱞᱛᱮ ᱩᱥᱟᱹᱨᱟ ᱛᱮ ᱟᱭᱟᱜᱼᱟ ᱜᱮᱥ ᱵᱟᱹᱛᱤ ᱡᱮᱨᱮᱫᱼᱟ ᱠᱟᱛᱮᱭ ᱢᱟᱨᱥᱟᱞᱟᱫᱼᱟ ᱠᱤᱱᱟᱹ।
train_santalimale_02462	train_santalimale_02462.wav	5.16	0.794	48000	PASS	-	ᱱᱚᱛᱮ ᱵᱟᱹᱵᱞᱩᱣᱟᱜᱼᱟ ᱨᱚᱲ ᱫᱚ ᱵᱟᱹᱤᱵᱟᱹᱤ ᱛᱮ ᱱᱮᱢᱵᱨᱚᱛ ᱤᱫᱤᱜᱼᱟ ᱠᱟᱱ ᱛᱟᱭᱟ।
train_santalimale_02463	train_santalimale_02463.wav	8.20	0.794	48000	PASS	-	ᱱᱟᱥᱮᱱᱟᱥᱮ ᱟᱲᱟᱝ ᱛᱮ ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱮ ᱢᱮᱛᱟᱭ ᱠᱟᱱᱟ, ᱵᱤᱴᱤ, ᱤᱧ ᱫᱚ ᱱᱚᱟ ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮ ᱟᱨ ᱫᱚ ᱛᱤᱥ ᱦᱚᱸ ᱵᱟᱹᱧ ᱛᱟᱸᱦᱮᱸᱱᱟ।
train_santalimale_02464	train_santalimale_02464.wav	4.46	0.794	48000	PASS	-	ᱤᱠᱟᱹ ᱠᱟᱹᱧ ᱢᱮᱸ ᱟᱨ ᱨᱟᱹᱥᱠᱟᱹᱨᱟᱹᱥᱠᱟᱹ ᱚᱲᱟᱜᱼᱟ ᱛᱮ ᱥᱮᱱ ᱡᱚᱝᱢᱮ।
train_santalimale_02465	train_santalimale_02465.wav	5.15	0.794	48000	PASS	-	ᱵᱤᱴᱤᱢᱟᱹᱸᱭ ᱫᱚᱭ ᱨᱚᱲ ᱨᱩᱣᱟᱹᱲ ᱠᱮᱫᱟ, ᱚᱱᱠᱟ ᱫᱚ ᱛᱤᱱ ᱨᱮ ᱦᱚᱸ ᱵᱟᱝ ᱦᱩᱭ ᱫᱟᱲᱮᱹᱭᱟᱜᱼᱟᱟ।
train_santalimale_02466	train_santalimale_02466.wav	4.16	0.794	48000	PASS	-	ᱤᱧᱫᱚ ᱤᱧᱟᱹᱜᱼᱟ ᱵᱷᱩᱞ ᱛᱮ ᱟᱹᱰᱤ ᱜᱮᱧ ᱡᱚᱠᱷᱚᱢ ᱚᱪᱚ ᱠᱮᱫᱼᱟ ᱢᱮᱭᱟ।
train_santalimale_02467	train_santalimale_02467.wav	8.72	0.794	48000	PASS	-	ᱤᱧ ᱦᱚᱸ ᱟᱢ ᱥᱟᱸᱣ ᱛᱮ ᱤᱫᱤ ᱛᱚᱨᱟᱧ ᱢᱮ, ᱮᱱᱛᱮ ᱫᱚ ᱱᱚᱟ ᱤᱧᱟᱹᱜᱼᱟ ᱦᱚᱲᱢᱚ ᱫᱚ ᱟᱢᱟᱜᱼᱟ ᱠᱟᱱᱟ, ᱫᱷᱚᱨᱚᱢ ᱨᱮᱱᱟᱜᱼᱟ ᱟᱢᱟᱜᱼᱟ ᱠᱟᱱ ᱜᱮᱭᱟ।
train_santalimale_02468	train_santalimale_02468.wav	6.05	0.794	48000	PASS	-	ᱛᱚᱵᱮ ᱛᱮ ᱜᱮ ᱵᱟᱝ ᱥᱟᱹᱨᱤ ᱫᱩᱞᱟᱹᱲ ᱨᱮᱭᱟᱜᱼᱟ ᱡᱚᱵᱟ ᱵᱟᱦᱟ ᱥᱩᱫᱼᱟ ᱨᱮ ᱫᱚᱢ ᱨᱮᱵᱮᱫᱼᱟ ᱟᱫᱤᱧᱟ?
train_santalimale_02469	train_santalimale_02469.wav	4.21	0.794	48000	PASS	-	ᱪᱮᱫᱼᱟ ᱛᱚᱵᱮ, ᱚᱱᱟ ᱛᱮ ᱜᱮᱢ ᱡᱚᱵᱟᱵ ᱟᱧ ᱠᱟᱱᱟ ᱛᱮᱦᱮᱧ ᱫᱚ?
train_santalimale_02470	train_santalimale_02470.wav	9.70	0.794	48000	PASS	-	ᱢᱮᱛᱟᱜᱼᱟᱢᱮ, ᱱᱚᱟ ᱦᱚᱲᱢᱚ, ᱥᱟᱡ ᱠᱮᱫᱟᱢ ᱟᱵᱷᱨᱟᱱ ᱠᱮᱫᱟᱢ, ᱪᱚᱜᱼᱟ ᱟᱫᱟᱢ ᱪᱮᱯᱮᱡᱼᱟ ᱠᱮᱫᱟᱢ, ᱨᱟᱹᱥᱠᱟᱹ ᱥᱟᱞᱟᱜᱼᱟ ᱮᱢ ᱪᱮᱨᱮᱡᱼᱟ ᱟᱱᱟ।
train_santalimale_02471	train_santalimale_02471.wav	3.23	0.794	48000	PASS	-	ᱥᱟᱱᱟᱢ ᱞᱮᱠᱟᱢ ᱮᱦᱮᱬᱰᱚᱜᱩᱦᱮᱬᱰ ᱠᱮᱫᱟ।
train_santalimale_02472	train_santalimale_02472.wav	3.25	0.794	48000	PASS	-	ᱟᱫᱚ, ᱚᱠᱚᱭ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱮᱢ ᱵᱟᱹᱜᱤ ᱚᱴᱚᱣᱟᱜᱼᱟᱟ?
