मेज़ पर एक काग़ज़ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱠᱟᱜᱚᱡᱽ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.15(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱠᱟᱯᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.40(model:टेबल पर एक कागज है।)
मेज़ पर चालीस पाँच ब्लैकबोर्ड हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.47(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱜᱮᱞ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱵᱞᱟᱠᱵᱳᱨᱰ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.17(model:तालिका में चौदह काले पक्षी हैं।)
विद्यालय में तीस चार शिक्षक हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱥᱟᱦᱟᱸ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮᱼ4 ᱜᱚᱴᱟᱝ ᱥᱮᱪᱮᱫᱤᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.36(model:चंडीगढ़ में चौदह बाघ हैं।)
डॉक्टर कहाँ है?	ᱡᱟᱹᱠᱴᱚᱨ ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?	hi2sat_f1=0.00(model:طبیب ᱫᱚ ᱪᱮᱫ ᱴᱷᱟᱶ ᱨᱮ ᱢᱮᱱᱟᱜ ᱟ?); sat2hi_f1=0.67(model:जक्टर कहाँ है?)
यह सफ़ेद खेल है।	ᱱᱚᱣᱟ ᱫᱚ ᱫᱟᱹᱲ ᱠᱷᱮᱞ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱭᱤᱴ ᱜᱮᱢ ᱾); sat2hi_f1=0.67(model:यह दौड़ने का खेल है।)
यह सफ़ेद सब्ज़ी है।	ᱱᱚᱣᱟ ᱫᱚ ᱫᱟᱹᱲ ᱥᱚᱵᱽᱡᱤ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱭᱴ ᱵᱷᱮᱡᱤ ᱾); sat2hi_f1=0.50(model:यह एक पलायन है।)
यह सूरज अच्छा है।	ᱱᱚᱣᱟ ᱫᱚ ᱥᱩᱯ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ।	hi2sat_f1=0.40(model:ᱱᱚᱶᱟ ᱫᱚ ᱱᱟᱯᱟᱭ ᱫᱤᱱ ᱾)
मेज़ पर तेरह पेन हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर तेरह पैन हैं।)
मेज़ पर तीस पेंसिल हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
विद्यालय में सत्तर सेब हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱮᱭᱟᱭ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱥᱮᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱟᱢᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:गढ़ में सात सौ सीप हैं।)
मेरे पास आठ गाय हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱤᱨᱟᱹᱞ ᱜᱚᱴᱟᱝ ᱜᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱤᱧ ᱴᱷᱮᱱ 8 ᱜᱚᱴᱟᱝ ᱜᱳᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾)
मेरे पास तीस छः लड़की हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱮ ᱜᱮᱞ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱠᱩᱲᱤ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.44(model:ᱤᱧᱟᱹᱜ ᱯᱮ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱠᱩᱲᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.50(model:मेरे पास साढ़े तीन लड़कियाँ हैं।)
नब्बे दो	ᱟᱨᱮ ᱜᱮᱞ ᱵᱟᱨ	hi2sat_f1=0.33(model:ᱱᱟᱹᱵᱤ ᱵᱟᱨ ᱾); sat2hi_f1=0.00(model:और दस बार।)
मेज़ पर बीस एक बिल्ली हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱠᱩᱲᱤ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱵᱤᱲᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.25(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱢᱤᱫᱴᱟᱝ ᱵᱳᱭᱥ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.46(model:टेबल पर लड़की की एक बिल्ली है।)
विद्यालय में चालीस अंडा हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱟᱱᱫᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.14(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ40 ᱜᱚᱴᱟᱝ ᱮᱝᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.22(model:चार हजार अंडे हैं।)
मेरे पास नब्बे काग़ज़ हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱟᱨᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱠᱟᱜᱚᱡᱽ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱤᱧ ᱴᱷᱮᱱ 90 ᱜᱚᱴᱟᱝ ᱠᱟᱯᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास नौ दस कागज हैं।)
विद्यालय में बीस एक हाथी हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱲᱤ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱦᱟᱛᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱦᱟᱹᱱᱛᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.33(model:लड़की के पास एक हाथी है।)
मेज़ पर आठ दाल हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱤᱨᱟᱹᱞ ᱜᱚᱴᱟᱝ ᱫᱟᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.29(model:ᱴᱮᱵᱤᱞ ᱨᱮ 8 ᱜᱚᱴᱟᱝ ᱫᱟᱞᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.40(model:तालिका में आठ गेंदें हैं।)
मेज़ पर बीस आठ मछली हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱠᱩᱲᱤ ᱤᱨᱟᱹᱞ ᱜᱚᱴᱟᱝ ᱢᱟᱪᱷᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.24(model:ᱴᱮᱵᱤᱞ ᱨᱮ 20 ᱜᱚᱴᱟᱝ 8 ᱜᱚᱴᱟᱝ ᱢᱤᱥ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.50(model:टेबल पर आठ मादा मछलियाँ हैं।)
यह काला आम है।	ᱱᱚᱣᱟ ᱫᱚ ᱠᱟᱞᱟ ᱟᱢ ᱠᱟᱱᱟ।	hi2sat_f1=0.17(model:ᱱᱚᱶᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱠᱟᱞᱚ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱾)
विद्यालय में बीस छः दाल हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱲᱤ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱫᱟᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱵᱟᱨ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱫᱟᱞᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.15(model:चंडीगढ़ में छह लड़कियों की टीम है।)
मेरे पास तीन मुर्गी हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱩᱠᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.62(model:ᱤᱧ ᱴᱷᱮᱱ ᱯᱮᱭᱟ ᱢᱩᱠᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
मेरे पास बीस एक भाई हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱩᱲᱤ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱵᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.12(model:ᱤᱧᱟᱹᱜ ᱵᱟᱨ ᱥᱟᱭ ᱢᱤᱫ ᱵᱚᱭᱦᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.50(model:मेरे पास एक लड़की नहीं है।)
मेज़ पर सौ मेज़ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱢᱤᱫ ᱥᱟᱭ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱩᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱥᱟᱭ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:टेबल पर एक सौ टेबल हैं।)
मेरे पास सत्रह अंडा हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱟᱱᱫᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.67(model:ᱤᱧ ᱴᱷᱮᱱ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱮᱝᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास दस सात अंडे हैं।)
विद्यालय में साठ मुर्गी हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱛᱩᱨᱩᱭ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱢᱩᱠᱨᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱢᱩᱠᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:छिंदवाड़ा में छह हजार मुर्गियां हैं।)
मेरे पास चालीस मेज़ हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱩᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.43(model:ᱤᱧ ᱴᱷᱮᱱ40 ᱜᱚᱴᱟᱝ ᱴᱮᱵᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:मेरे पास चार-दस टेबल हैं।)
मेज़ पर बीस पाँच माँ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱠᱩᱲᱤ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱟᱫᱟᱢ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.47(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱟᱭᱳ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.50(model:टेबल पर पाँच लड़की आदम हैं।)
यह नीला रात है।	ᱱᱚᱣᱟ ᱫᱚ ᱱᱤᱞ ᱧᱤᱫᱟᱹ ᱠᱟᱱᱟ।	hi2sat_f1=0.36(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱱᱤᱞᱩ ᱧᱤᱫᱟᱹ ᱾)
मेज़ पर चालीस छः माँ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱟᱫᱟᱢ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.44(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱪᱚᱛᱩᱨ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱟᱭᱳ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.36(model:टेबल पर चार-छह आदम हैं।)
बच्चे खेलना हैं।	ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱠᱷᱮᱞ ᱠᱟᱱᱟ ᱠᱚ।	hi2sat_f1=0.40(model:ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱠᱷᱮᱞᱳᱰ ᱦᱩᱭᱩᱜᱼᱟ ᱾); sat2hi_f1=0.57(model:बच्चे खेल रहे हैं।)
विद्यालय में उन्नीस घोड़ा हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱜᱷᱚᱲᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱜᱮᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱜᱳᱲᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.31(model:नौ घोड़े हैं जो लद्दाख में स्थित हैं।)
विद्यालय में चालीस तीन सेब हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱥᱮᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱟᱢᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.33(model:चार हजार तीन प्रकार के हैं।)
विद्यालय में नब्बे काग़ज़ हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱟᱨᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱠᱟᱜᱚᱡᱽ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ 90 ᱜᱚᱴᱟᱝ ᱠᱟᱯᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:चंडीगढ़ में नौ दस पेपर हैं।)
यह छोटा रंग है।	ᱱᱚᱣᱟ ᱫᱚ ᱦᱩᱰᱤᱧ ᱨᱚᱝ ᱠᱟᱱᱟ।	hi2sat_f1=0.36(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱦᱩᱰᱤᱧ ꯃꯆꯨ ᱾)
मेरे पास चालीस एक दोस्त हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.25(model:ᱤᱧᱟᱹᱜ ᱢᱤᱫ ᱦᱚᱲ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:मेरे चार सौ दोस्त हैं।)
विद्यालय में तीस नौ हाथी हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱦᱟᱛᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.33(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ 9 ᱜᱚᱴᱟᱝ ᱦᱟᱹᱱᱛᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.62(model:झाड़ी में तीन हजार नौ हाथी हैं।)
मेरे पास चालीस नौ कॉफ़ी हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱠᱚᱯᱷᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.63(model:ᱤᱧ ᱴᱷᱮᱱ ᱯᱮᱹᱴᱤᱥᱼ9 ᱜᱚᱴᱟᱝ ᱠᱚᱯᱷᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास चार-नौ कॉफी हैं।)
विद्यालय में बीस नौ सेब हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱲᱤ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱥᱮᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱵᱟᱨᱼ9 ᱜᱚᱴᱟᱝ ᱟᱢᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.46(model:चंडीगढ़ में नौ लड़कियों के रूप हैं।)
मेरे पास बीस आठ गाय हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱩᱲᱤ ᱤᱨᱟᱹᱞ ᱜᱚᱴᱟᱝ ᱜᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.33(model:ᱤᱧ ᱴᱷᱮᱱ 20 ᱜᱚᱴᱟᱝ 8 ᱜᱚᱴᱟᱝ ᱜᱳᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾)
मेरे पास बीस एक पिता हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱩᱲᱤ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱟᱯᱟᱛ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.12(model:ᱤᱧᱟᱹᱜ ᱵᱟᱨ ᱥᱟᱭ ᱢᱤᱫ ᱵᱟᱵᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾)
विद्यालय में चालीस नौ नमक हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱱᱩᱱ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱥᱚᱞᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:चार नौ नौ नौ हैं।)
मेरे पास ग्यारह कुत्ता हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱦᱚᱨᱚᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱜᱳᱲᱤᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.60(model:मेरे पास दस कपड़े हैं।)
मेरे पास सत्तर बंदर हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱮᱭᱟᱭ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱵᱟᱸᱫᱚᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.67(model:ᱤᱧ ᱴᱷᱮᱱ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱢᱟᱱᱠᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास सात सौ बांध हैं।)
यह एक जंगल है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱡᱚᱸᱜᱮᱞ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱵᱤᱨ ᱠᱟᱱᱟ ᱾)
मेज़ पर बारह नमक हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱜᱮᱞ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱱᱩᱱ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱥᱚᱞᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर बारह नाखून हैं।)
मेज़ पर अस्सी सूरज हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱤᱨᱟᱹᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱥᱩᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱴᱮᱵᱤᱞ ᱨᱮ 80 ᱜᱚᱴᱟᱝ ᱥᱩᱡ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.40(model:टेबल पर आठ-दस सूप हैं।)
मेरे पास चालीस पेंसिल हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.57(model:ᱤᱧ ᱴᱷᱮᱱ40 ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
मेरे पास चालीस चार ब्लैकबोर्ड हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱤᱧ ᱴᱷᱮᱱ ᱯᱮᱼ4 ᱜᱚᱴᱟᱝ ᱵᱞᱟᱠᱵᱳᱨᱰ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.50(model:मेरे पास चौदह काले पक्षी हैं।)
मेरे पास तीस पाँच मेज़ हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱮ ᱜᱮᱞ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱩᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	sat2hi_f1=0.50(model:मेरे पास साढ़े तीन टेबल हैं।)
विद्यालय में पचास छात्र हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱢᱚᱬᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱥᱮᱪᱮᱫᱤᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:चंडीगढ़ में पाँच हजार छात्र हैं।)
मेरे पास अस्सी माँ हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱤᱨᱟᱹᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱟᱫᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.00(model:ᱤᱧᱟᱹᱜ ᱟᱭᱢᱟᱜᱟᱱ ᱟᱭᱳ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास आठ दस आदम हैं।)
